,Channel,Compound,Date,Negative,Neutral,Positive,Text,Tweet Ago
402,@NYTimes,0.5413,Tue Mar 13 02:51:01 +0000 2018,0.0,0.837,0.163,"""I will ask myself more compassionate questions and look for nonjudgmental answers,"" wrote one of the nearly 1,200… https://t.co/TArmYVykD9",3
403,@NYTimes,0.0,Tue Mar 13 02:41:00 +0000 2018,0.0,1.0,0.0,"The investigation, which the Met opened in December after this report in The New York Times, found evidence of abus… https://t.co/U9hEy3qB0j",4
404,@NYTimes,0.0,Tue Mar 13 02:30:10 +0000 2018,0.0,1.0,0.0,“A photograph is a secret about a secret. The more it tells you the less you know.” — Diane Arbus… https://t.co/cDflOWTAcw,5
405,@NYTimes,-0.5859,Tue Mar 13 02:17:04 +0000 2018,0.167,0.833,0.0,Secretary of State Rex Tillerson called the poisoning of a former Russian spy in Britain “an egregious act” and add… https://t.co/XWEw3dg7um,6
406,@NYTimes,0.6249,Tue Mar 13 02:02:02 +0000 2018,0.0,0.83,0.17,"The man patted his lap, beckoned her to sit and said, ""I'm a great tipper."" Restaurant servers talk about the haras… https://t.co/q5lKn70vyJ",7
407,@NYTimes,0.0,Tue Mar 13 01:47:01 +0000 2018,0.0,1.0,0.0,RT @nytopinion: A stranger snapped a photo of my daughter mesmerized by Amy Sherald's portrait of Michelle Obama. The image resonated with…,8
408,@NYTimes,0.0,Tue Mar 13 01:32:04 +0000 2018,0.0,1.0,0.0,New England is bracing for yet another winter storm — a third in less than two weeks https://t.co/xMeFdHyFHZ,9
409,@NYTimes,-0.235,Tue Mar 13 01:17:07 +0000 2018,0.1,0.838,0.062,"RT @marcatracy: Two years ago, all six of the first-round upsets @zschonbrun and I picked were right. so maybe you'll want to consult this…",10
410,@NYTimes,0.0,Tue Mar 13 01:02:05 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/qHy2he7FzU,11
411,@NYTimes,0.0,Tue Mar 13 00:47:03 +0000 2018,0.0,1.0,0.0,"If you plan to visit Brazil, the CDC says you will need a yellow fever vaccination https://t.co/xfUwG2UNKF",12
412,@NYTimes,0.5448,Tue Mar 13 00:32:04 +0000 2018,0.0,0.844,0.156,Supervolcanoes have the power to coat entire continents in ash. But they might not be as apocalyptic as previously… https://t.co/8TKke5mPFd,13
413,@NYTimes,-0.4767,Tue Mar 13 00:17:07 +0000 2018,0.21,0.7,0.089,RT @nytpolitics: President Trump has abandoned his live-on-television promise to work for gun control measures that are opposed by the Nati…,14
414,@NYTimes,0.0,Tue Mar 13 00:00:14 +0000 2018,0.0,1.0,0.0,"The idea that the ""customer is always right"" leaves servers caught in a power imbalance that has become front and c… https://t.co/anoDWyzpbo",15
415,@NYTimes,0.4588,Mon Mar 12 23:47:02 +0000 2018,0.071,0.714,0.214,The United States’ military capabilities still dominate Asia. But China has started to wield growing military power… https://t.co/G704k2cBje,16
416,@NYTimes,0.0,Mon Mar 12 23:32:03 +0000 2018,0.0,1.0,0.0,How to spend 36 hours in Auckland https://t.co/Q4Drc82aHL,17
417,@NYTimes,0.0,Mon Mar 12 23:17:01 +0000 2018,0.0,1.0,0.0,"RT @NYTObits: Oskar Gröning, a corporal in Hitler’s Waffen SS who became known as the bookkeeper of Auschwitz and was one of the very last…",18
418,@NYTimes,-0.2732,Mon Mar 12 23:05:08 +0000 2018,0.116,0.884,0.0,"Breaking News: President Trump blocked a takeover of the chip maker Qualcomm by Singapore-based Broadcom, citing na… https://t.co/tYJjVfJPRl",19
419,@NYTimes,-0.128,Mon Mar 12 23:02:07 +0000 2018,0.182,0.663,0.155,"“I lied,” said the antiques dealer. “I cheated. I stole.” And he succeeded, temporarily. https://t.co/32gPjjA1BN",20
420,@NYTimes,0.0,Mon Mar 12 22:47:05 +0000 2018,0.0,1.0,0.0,Evening Briefing: Here's what you need to know at the end of the day https://t.co/utu8MTuczf,21
421,@NYTimes,-0.6597,Mon Mar 12 22:32:06 +0000 2018,0.196,0.804,0.0,"Packages exploded at 2 homes in Austin, Texas, killing 1 and injuring 2. The police think they’re linked to another… https://t.co/qzSRIhdbrp",22
422,@NYTimes,-0.7783,Mon Mar 12 22:17:06 +0000 2018,0.268,0.669,0.063,"RT @jodikantor: Waitresses on the brutal logic of putting up with harassment by customers:

""I needed the $20 tip.""

“A significant portion…",23
423,@NYTimes,-0.296,Mon Mar 12 22:05:09 +0000 2018,0.109,0.891,0.0,"Breaking News: A GOP-led House committee said it found no collusion between Russia and the Trump campaign, even as… https://t.co/Maqt5vXJck",24
424,@NYTimes,0.6369,Mon Mar 12 22:00:21 +0000 2018,0.0,0.792,0.208,"Love ballads, political anthems, Franglais rappers and, of course, Celine Dion and Leonard Cohen. 

You gave… https://t.co/oplKEa2yj2",25
425,@NYTimes,0.1007,Mon Mar 12 21:42:06 +0000 2018,0.163,0.728,0.109,"RT @Ari_NYT: Overlooked no more! https://t.co/LYrna3qDCw --&gt;
- 2 million pageviews
- Over 2.1k ideas shared by readers (the next obit will…",26
426,@NYTimes,0.0,Mon Mar 12 21:30:19 +0000 2018,0.0,1.0,0.0,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of mor… https://t.co/yUeOuOSQEj",27
427,@NYTimes,0.0,Mon Mar 12 21:21:05 +0000 2018,0.0,1.0,0.0,"NASA has been without a permanent leader for more than a year. Now its temporary leader is leaving, too. https://t.co/5yBtDgrqdP",28
428,@NYTimes,0.1531,Mon Mar 12 21:10:27 +0000 2018,0.151,0.672,0.176,"Breaking News: The Metropolitan Opera fired James Levine, one of the greatest American conductors, after finding ev… https://t.co/OsuHydwysn",29
429,@NYTimes,0.0,Mon Mar 12 21:08:36 +0000 2018,0.0,1.0,0.0,"RT @coopnytimes: BREAKING NEWS: @MetOpera fires James Levine, says its investigation “uncovered credible evidence that Mr. Levine had engag…",30
430,@NYTimes,0.2263,Mon Mar 12 21:02:06 +0000 2018,0.156,0.578,0.266,Norway hopes drones will solve the problem of trash in its fjords https://t.co/ToA16vBYj5,31
431,@NYTimes,-0.6486,Mon Mar 12 20:50:08 +0000 2018,0.194,0.806,0.0,RT @catrineinhorn: How do you deal with unwanted sexual attention at work when your harasser is the one deciding how much you'll make that…,32
432,@NYTimes,0.4019,Mon Mar 12 20:40:06 +0000 2018,0.0,0.828,0.172,Need help filling out your NCAA bracket? Here's who the experts are picking. https://t.co/455rnebaNP,33
433,@NYTimes,0.4404,Mon Mar 12 20:30:18 +0000 2018,0.0,0.847,0.153,Here's how to eat less sugar without sacrificing much — if any — of the pleasures of eating https://t.co/fxiGNa07ct,34
434,@NYTimes,-0.1779,Mon Mar 12 20:20:03 +0000 2018,0.159,0.841,0.0,RT @tmagazine: A low-key Swedish island’s shockingly modern architecture https://t.co/D0A1LWrEiT https://t.co/G5o8EJCHaO,35
435,@NYTimes,-0.5106,Mon Mar 12 20:10:06 +0000 2018,0.18,0.82,0.0,"In Opinion

Op-Ed contributor Peter Suderman writes, ""Republicans, having failed to repeal Obamacare, have stumbled… https://t.co/tTUAq4ikQN",36
436,@NYTimes,0.0,Mon Mar 12 20:10:04 +0000 2018,0.0,1.0,0.0,"A package found outside a home in Austin, Texas, exploded early Monday morning after it was brought inside, killing… https://t.co/lF4dOLrIQC",37
437,@NYTimes,-0.3182,Mon Mar 12 20:00:06 +0000 2018,0.126,0.874,0.0,A conviction was overturned in Texas after a judge ordered a defendant to be electrically shocked by a device worn… https://t.co/pIwnJbA92C,38
438,@NYTimes,0.5859,Mon Mar 12 19:50:04 +0000 2018,0.0,0.808,0.192,"""Jane Doe,"" the winner of a $560 million Powerball jackpot, can stay anonymous, a New Hampshire judge ruled https://t.co/ijAuSIELeR",39
439,@NYTimes,-0.3595,Mon Mar 12 19:44:03 +0000 2018,0.122,0.878,0.0,"And he’s off! Follow @DanBilefsky on his road trip across Quebec. He'll stop in Montreal, Maniwaki, Hérouxville, Qu… https://t.co/ftzf28fWAT",40
440,@NYTimes,0.3818,Mon Mar 12 19:40:14 +0000 2018,0.0,0.88,0.12,"Women and men all over the country are re-examining sexual encounters from their past. In a 3-part series, ""Dear Su… https://t.co/pnAW7fbcIf",41
441,@NYTimes,0.7964,Mon Mar 12 19:20:09 +0000 2018,0.0,0.701,0.299,RT @nytvideo: Brenna Huckaby just won gold at the Paralympics. She shared with us what she visualizes during her dream performance: https:/…,42
442,@NYTimes,0.0,Mon Mar 12 19:10:04 +0000 2018,0.0,1.0,0.0,A new show in Rome lets visitors get up close and dazzled by Michelangelo's Sistine Chapel. Could the immersive exp… https://t.co/spiL9IZbgj,43
443,@NYTimes,0.0,Mon Mar 12 19:00:08 +0000 2018,0.0,1.0,0.0,Bracketology comes with many assumptions and suppositions. Don’t fall into these traps. https://t.co/UWcqaLDiAw,44
444,@NYTimes,-0.8993,Mon Mar 12 18:50:08 +0000 2018,0.354,0.646,0.0,"Why do so many Americans kill one another, and how can the violence be stopped? The CDC quit studying these and oth… https://t.co/BAsLuUJHER",45
445,@NYTimes,0.8385,Mon Mar 12 18:40:04 +0000 2018,0.0,0.668,0.332,RT @peterbakernyt: Context: Is economy doing well under Trump? Yes. Was it doing well when he took over? Yes. America has added 2.5 million…,46
446,@NYTimes,0.0516,Mon Mar 12 18:30:05 +0000 2018,0.17,0.609,0.222,"Decades after Diane Arbus’s death, the question remains: Are her portraits empathetic acknowledgments of a shared h… https://t.co/TNzCBE3HI6",47
447,@NYTimes,0.1779,Mon Mar 12 18:29:33 +0000 2018,0.0,0.922,0.078,The debate over speech on campus may be growing less relevant. A majority of students say that most political and s… https://t.co/368cZEycni,48
448,@NYTimes,-0.5719,Mon Mar 12 18:24:34 +0000 2018,0.163,0.837,0.0,"A majority of students in every demographic drew a line for hate speech, saying that it does not deserve First Amen… https://t.co/YfK9Xczh36",49
449,@NYTimes,0.0,Mon Mar 12 18:22:14 +0000 2018,0.0,1.0,0.0,Opinions differed widely by demographic. Those who belong to groups historically or currently in positions of power… https://t.co/ub4megXTkB,50
450,@NYTimes,0.0772,Mon Mar 12 18:18:53 +0000 2018,0.129,0.73,0.142,"College students believe about equally in free expression and pluralism. But when forced to choose, a majority of s… https://t.co/9S4wWUkj2o",51
451,@NYTimes,0.0258,Mon Mar 12 18:16:48 +0000 2018,0.092,0.811,0.097,"Free speech on college campuses appears to be under attack, but what do the students themselves think? A new study… https://t.co/9SLy6HY6Pn",52
452,@NYTimes,0.0,Mon Mar 12 18:00:03 +0000 2018,0.0,1.0,0.0,"Passengers in a helicopter that fell in the East River were underwater, cinched in harnesses. Divers tried to free… https://t.co/M4X1nSdaUP",53
453,@NYTimes,-0.3182,Mon Mar 12 17:50:06 +0000 2018,0.135,0.786,0.079,"After Putin suggested that Jews might have been behind the hacking attack on the 2016 election, top Democrats implo… https://t.co/1Uq1AmhSaa",54
454,@NYTimes,-0.8176,Mon Mar 12 17:40:12 +0000 2018,0.306,0.694,0.0,"Coercion, abuse, billions seized: As the Saudi crown prince prepares to visit the U.S., we found disturbing aspects… https://t.co/PFNkmeDkF4",55
455,@NYTimes,0.0,Mon Mar 12 17:26:21 +0000 2018,0.0,1.0,0.0,"Breaking News: Prime Minister Theresa May of Britain said it was ""highly likely"" that Russia was behind the poisoni… https://t.co/wkRIJUY8MC",56
456,@NYTimes,-0.4939,Mon Mar 12 17:21:00 +0000 2018,0.161,0.78,0.06,Servers and diners: Do you see a connection between tipping and bad behavior? We want to hear from you. https://t.co/yMph3DZJuY,57
457,@NYTimes,-0.2263,Mon Mar 12 17:18:00 +0000 2018,0.187,0.705,0.108,Managers can protect workers by switching a server’s table or asking an offending customer to leave. But even for b… https://t.co/UuqB9K3PWu,58
458,@NYTimes,-0.0951,Mon Mar 12 17:15:00 +0000 2018,0.059,0.941,0.0,“Most of my day is geared towards how is a man going to feel about me. How can I maximize tips without feeling over… https://t.co/sYagnb5MBJ,59
459,@NYTimes,0.0,Mon Mar 12 17:12:00 +0000 2018,0.0,1.0,0.0,Brittany Gilbert said she used to “get so creeped out and weirded out” by customers’ behavior. But now?… https://t.co/EXlsS8KNA1,60
460,@NYTimes,-0.5719,Mon Mar 12 17:09:00 +0000 2018,0.208,0.735,0.057,"Dana Angelo gave a start when a man reached up her skirt and grabbed her. But she stifled a scream, afraid to make… https://t.co/eunFWoj87c",61
461,@NYTimes,0.0,Mon Mar 12 17:06:00 +0000 2018,0.0,1.0,0.0,Working for tips means that each shift comes with questions that don’t apply to millions of other workers around th… https://t.co/bgr1lk2s5B,62
462,@NYTimes,-0.3182,Mon Mar 12 17:03:04 +0000 2018,0.154,0.747,0.1,"We interviewed over 60 servers and bartenders who shared stories of crude comments, groping and even stalking by cu… https://t.co/n71gDVDGOD",63
463,@NYTimes,0.0,Mon Mar 12 17:00:07 +0000 2018,0.0,1.0,0.0,Lewd comments. Sexual overtures. Groping. Restaurant servers put up with a lot in pursuit of the tips they need to… https://t.co/r9QQLxayb9,64
464,@NYTimes,0.0,Mon Mar 12 16:50:11 +0000 2018,0.0,1.0,0.0,"“I have not intentionally visited schools that are underperforming,” Education Secretary Betsy DeVos said during an… https://t.co/u5zpeGoLya",65
465,@NYTimes,0.0,Mon Mar 12 16:40:06 +0000 2018,0.0,1.0,0.0,President Trump confirmed his administration wouldn't immediately pursue a proposal to raise the age limit for buyi… https://t.co/OCkGpsG8g7,66
466,@NYTimes,-0.296,Mon Mar 12 16:30:17 +0000 2018,0.268,0.732,0.0,How to stop eating sugar https://t.co/5nYiLNUUsO https://t.co/9mf81TDlPC,67
467,@NYTimes,0.0516,Mon Mar 12 16:20:08 +0000 2018,0.125,0.741,0.134,"RT @nytopinion: Sugar encourages overeating and causes health problems. And Americans are surrounded by it, @DLeonhardt writes https://t.co…",68
468,@NYTimes,0.4404,Mon Mar 12 16:10:05 +0000 2018,0.0,0.873,0.127,"To speak freely about an alleged affair with Donald Trump, the porn star Stormy Daniels offered to return the $130,… https://t.co/SeVGNgMX8h",69
469,@NYTimes,0.3612,Mon Mar 12 16:00:20 +0000 2018,0.0,0.898,0.102,"RT @NYTSports: On today's front page: The N.C.A.A. ""In Crowd,"" an illustration by @camorris. See who the experts like in this year's tourna…",70
470,@NYTimes,0.4767,Mon Mar 12 15:50:09 +0000 2018,0.0,0.795,0.205,"Antidepressants are widely prescribed, yet questions remain about how effective they are https://t.co/TNaU8NaPb4",71
471,@NYTimes,-0.7845,Mon Mar 12 15:40:13 +0000 2018,0.365,0.635,0.0,"For more than 3 decades, her murder remained unsolved. The authorities now have a suspect. https://t.co/GIfW7ZTMM8",72
472,@NYTimes,0.3612,Mon Mar 12 15:30:08 +0000 2018,0.0,0.667,0.333,"Thank you, daylight saving time https://t.co/fz5uXKRQNR",73
473,@NYTimes,0.0,Mon Mar 12 15:20:05 +0000 2018,0.0,1.0,0.0,RT @nytimesbusiness: The man in line to be the next CEO of Goldman Sachs has a side hustle we wrote about. https://t.co/QlOhDnwfZ8,74
474,@NYTimes,0.0,Mon Mar 12 15:10:11 +0000 2018,0.0,1.0,0.0,President Trump repeated 6 claims at his weekend rally that were false or lacked context https://t.co/sf0eFOwg3E,75
475,@NYTimes,-0.4767,Mon Mar 12 15:00:18 +0000 2018,0.154,0.846,0.0,"""These people live on the edge,"" a meteorologist said. ""Any tilt to the poor rains, and they're done."" https://t.co/FFCXp2jrIV",76
476,@NYTimes,-0.2023,Mon Mar 12 14:55:17 +0000 2018,0.142,0.748,0.11,Breaking News: The fashion designer Hubert de Givenchy has died at 91. He dressed the likes of Jacqueline Kennedy O… https://t.co/008lT8yknx,77
477,@NYTimes,0.6486,Mon Mar 12 14:44:03 +0000 2018,0.0,0.815,0.185,"For more than a year, Shinzo Abe has deflected allegations that he and his wife were involved in a sweetheart land… https://t.co/lYomp1oVg5",78
478,@NYTimes,-0.5423,Mon Mar 12 14:39:29 +0000 2018,0.171,0.829,0.0,RT @RachelAbramsNY: Does the U.S. tipping system fuel sexual harassment against a major female workforce? @catrineinhorn &amp; I explore https:…,79
479,@NYTimes,0.0,Mon Mar 12 14:31:03 +0000 2018,0.0,1.0,0.0,"""A Wrinkle in Time"" arrived to a lackluster $33.3 million in ticket sales in North America over the weekend. ""Black… https://t.co/TjgllqGBxN",80
480,@NYTimes,-0.5423,Mon Mar 12 14:21:03 +0000 2018,0.163,0.837,0.0,"At restaurants across America, servers calculate how far is too far, weighing harassing behavior against the tips t… https://t.co/FXX6QpJw3v",81
481,@NYTimes,0.3182,Mon Mar 12 14:10:06 +0000 2018,0.0,0.837,0.163,"Goldman Sachs cleared the way for a successor to Lloyd Blankfein as its chief executive: David Solomon, a veteran a… https://t.co/6E5fy1JMqD",82
482,@NYTimes,0.0,Mon Mar 12 14:00:24 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/gDF4hc5bbH https://t.co/qj8aAhYRru,83
483,@NYTimes,0.0,Mon Mar 12 13:44:07 +0000 2018,0.0,1.0,0.0,10 myths about your NCAA bracket https://t.co/WUZtLMS6Ty,84
484,@NYTimes,-0.4588,Mon Mar 12 13:30:14 +0000 2018,0.143,0.857,0.0,"""Does anyone here know who was imprisoned here?"" the historian asked the class. A boy tentatively raised his hand.… https://t.co/0auDU5rq4Q",85
485,@NYTimes,0.0,Mon Mar 12 13:14:06 +0000 2018,0.0,1.0,0.0,What's the actual story behind the O.J. Simpson interview? Why are we just seeing it now? https://t.co/PVyDlx4Lxk,86
486,@NYTimes,0.2732,Mon Mar 12 13:00:14 +0000 2018,0.0,0.913,0.087,"If President Trump pulls out of the Iran deal, Kim Jong-un may well wonder why he should negotiate with the U.S. if… https://t.co/FviynapRCv",87
487,@NYTimes,-0.4939,Mon Mar 12 12:47:04 +0000 2018,0.181,0.819,0.0,A passenger plane from Bangladesh slammed into an empty field and caught fire just short of the runway at the airpo… https://t.co/OEMiSdiDn6,88
488,@NYTimes,0.3818,Mon Mar 12 12:30:10 +0000 2018,0.0,0.874,0.126,Dropbox said that it hoped to raise as much as $648 million in its forthcoming stock market debut https://t.co/NU8px87x9W,89
489,@NYTimes,-0.2732,Mon Mar 12 12:15:05 +0000 2018,0.1,0.9,0.0,"The White House said it wanted to partner with local officials to provide ""rigorous firearms training"" to school pe… https://t.co/zkmeykB53C",90
490,@NYTimes,0.0,Mon Mar 12 12:00:12 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/BRF1jDhHED https://t.co/qC87FYsacQ,91
491,@NYTimes,0.2023,Mon Mar 12 11:44:01 +0000 2018,0.0,0.893,0.107,Virginia was named the top overall seed in the NCAA tournament bracket released Sunday night https://t.co/9Uou3cTLF8,92
492,@NYTimes,-0.2732,Mon Mar 12 11:31:02 +0000 2018,0.091,0.909,0.0,The passengers of the helicopter that crashed into New York's East River were tightly harnessed and had to be cut o… https://t.co/UnB8VpgQdp,93
493,@NYTimes,0.0,Mon Mar 12 11:15:09 +0000 2018,0.0,1.0,0.0,"Under guard at his home, the Venezuelan opposition leader Leopoldo López contemplates what might still be possible… https://t.co/dzKUNMDsJY",94
494,@NYTimes,0.0,Mon Mar 12 11:00:22 +0000 2018,0.0,1.0,0.0,China's National People’s Congress opened the way for Xi Jinping to rule indefinitely https://t.co/mJx0BQIo5i,95
495,@NYTimes,0.0,Mon Mar 12 10:46:04 +0000 2018,0.0,1.0,0.0,"A commercial flight from Bangladesh crashed at the main airport in Kathmandu, Nepal. Images on social media showed… https://t.co/N5kY8PQlqr",96
496,@NYTimes,0.0,Mon Mar 12 10:30:13 +0000 2018,0.0,1.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/3s1HzoHGZJ https://t.co/plW9QYD9WG,97
497,@NYTimes,-0.2944,Mon Mar 12 10:13:02 +0000 2018,0.186,0.709,0.105,“The level of tension between the United States and its major trading partners is probably more tense than it has b… https://t.co/XOO7jEBeRX,98
498,@NYTimes,-0.4215,Mon Mar 12 09:59:02 +0000 2018,0.226,0.774,0.0,Stormy Daniels and her lawyer are pursuing an aggressive strategy to pressure President Trump https://t.co/2HvRcRYtJW,99
499,@NYTimes,0.0,Mon Mar 12 09:45:07 +0000 2018,0.0,1.0,0.0,"RT @nytimesworld: Brussels is astir after a bureaucratic sleight-of-hand put Martin Selmayr, a German lawyer and chief of staff to Jean-Cla…",100
